_id,Scale ID,Task ID,O*NET-SOC Code
o_jobTaskRatings/6d006c03-dcda-4706-b654-713d540b3952,,15456,11-3051.03
o_jobTaskRatings/bbf4500e-caff-4512-872a-429dd77ad576,,15458,11-3051.03
o_jobTaskRatings/06b9e9a5-1ac6-482f-8c99-5e1ce57c2af4,,15461,11-3051.03
o_jobTaskRatings/a8feed4d-c3ad-4e70-b0ee-7bb2fadc9070,,15449,11-3051.03
o_jobTaskRatings/2cba8f16-fed1-4848-83ee-17701f764046,,15455,11-3051.03
o_jobTaskRatings/7b7eaa34-183f-47c3-8940-74189d649481,,15451,11-3051.03
o_jobTaskRatings/55dddac7-7bfa-47ba-b18e-b6cdb6c122a1,,15452,11-3051.03
o_jobTaskRatings/c7af61ae-2a00-45b9-b1ba-6e0759b9e137,,15460,11-3051.03
o_jobTaskRatings/e25b28f8-2aac-4e95-8342-759d55665d00,,15457,11-3051.03
o_jobTaskRatings/61c9d845-97c7-4cae-8520-d445a83c004d,,15459,11-3051.03
o_jobTaskRatings/64bb3403-fee3-46a6-bf39-5c9ee31b5c8e,,15470,11-3051.04
o_jobTaskRatings/c6dd30e3-cd45-4fc1-a961-3241fad8051b,,15471,11-3051.04
o_jobTaskRatings/a7931f2b-c071-4f6a-940c-b82a56ea8c69,,15478,11-3051.04
o_jobTaskRatings/e661d2f9-3964-4a95-b59f-edc689c8c6ef,,15473,11-3051.04
o_jobTaskRatings/a1379651-6dc0-4138-a59e-409b0d9f1fd3,,15468,11-3051.04
o_jobTaskRatings/c5cbc967-e78e-4b2f-928d-865e480016e6,,15479,11-3051.04
o_jobTaskRatings/10a70be3-8886-40a2-a511-2e023dfb8a4d,,15476,11-3051.04
o_jobTaskRatings/43a78a27-6471-4251-b3b2-a94bf304d43c,,15480,11-3051.04
o_jobTaskRatings/1ad6c573-f4b4-4593-92a9-37e570294a3b,,15474,11-3051.04
o_jobTaskRatings/54c2d7ad-503c-4a48-93a1-91f280bb1a54,,15477,11-3051.04
o_jobTaskRatings/34cfbd48-1128-422a-9317-d90cb17d557c,,15472,11-3051.04
o_jobTaskRatings/14424589-0bd6-4a15-8634-f65e7e70f613,,15464,11-3051.04
o_jobTaskRatings/c5884210-08ac-4070-b5e6-da51c7d72e88,,15465,11-3051.04
o_jobTaskRatings/0a038d45-e90d-4bb1-9a2b-42967be35afd,,15466,11-3051.04
o_jobTaskRatings/c8006358-1ccb-407b-88c6-c22e0ec84eb3,,15469,11-3051.04
o_jobTaskRatings/c6fa34e2-dcd3-4f70-b27c-5f869e585a79,,15463,11-3051.04
o_jobTaskRatings/c3dcd4bf-431e-4164-9bae-e36c9569e24c,,15467,11-3051.04
o_jobTaskRatings/70a89dae-98f1-402c-bf8a-7d5c5c031249,,15475,11-3051.04
o_jobTaskRatings/f9c5622d-904b-40ea-b29d-d0e8e5804142,,15520,11-3051.06
o_jobTaskRatings/201c5076-459b-468b-98a5-8cc123ced74f,,15515,11-3051.06
o_jobTaskRatings/f704e6fa-1321-4b5c-bc29-44581655919e,,15512,11-3051.06
o_jobTaskRatings/98c57765-7782-480c-b1c8-c9eac20e6af3,,15509,11-3051.06
o_jobTaskRatings/aafc5d36-e981-461c-84a8-4e69540f3ab2,,15513,11-3051.06
o_jobTaskRatings/0408fc71-0cdc-43f0-a09c-85254c38066d,,15514,11-3051.06
o_jobTaskRatings/4240aa9e-8ad3-48d4-9b02-f890c9a0ac38,,15519,11-3051.06
o_jobTaskRatings/b749c6c1-1855-4dde-8aa7-f3ace350ccd1,,15508,11-3051.06
o_jobTaskRatings/956101c7-482b-4da6-a293-c99640f27d55,,15518,11-3051.06
o_jobTaskRatings/50261683-6047-4d2f-bfbe-aedef739e688,,15504,11-3051.06
o_jobTaskRatings/d4fa9935-704d-4b8c-b290-4d451ce768d6,,15503,11-3051.06
o_jobTaskRatings/fc04d25f-1aef-4757-817c-253ac7d1306c,,15505,11-3051.06
o_jobTaskRatings/667f4647-5da5-4e0e-9c15-11f95abf4ca8,,15507,11-3051.06
o_jobTaskRatings/dd4e7e42-9899-40e5-9dab-b087a961b190,,15506,11-3051.06
o_jobTaskRatings/c03d6be7-ffd4-4899-bda7-210699f163ec,,15516,11-3051.06
o_jobTaskRatings/845383d2-334e-446d-89cf-4abc0a4f5828,,15502,11-3051.06
o_jobTaskRatings/434c4a2f-732c-490f-b13c-4648ca210a85,,15510,11-3051.06
o_jobTaskRatings/d0c6c998-3030-4e1a-ba14-45a44c4b1026,,15517,11-3051.06
o_jobTaskRatings/55be0d85-8246-4b7c-8d5d-9acdda61dcfa,,15511,11-3051.06
o_jobTaskRatings/044e90e2-019b-443a-ab87-056bafd51b0f,,1030,11-3061.00
o_jobTaskRatings/8f7e6d49-b429-4746-b0e1-b1e60335bd79,,21039,11-3061.00
o_jobTaskRatings/d099376b-16f9-4e5f-8d3e-85e54af3d759,,1027,11-3061.00
o_jobTaskRatings/20ebf0b7-9e59-4d33-a7a7-c2fb87226d91,,1033,11-3061.00
o_jobTaskRatings/fbfc03ad-e0e1-451f-9e39-0906dc8a5c42,,1032,11-3061.00
o_jobTaskRatings/bcdaf080-49fc-4806-a1a1-88da46e525e8,,1021,11-3061.00
o_jobTaskRatings/6aa112ba-0fb7-48c3-8d84-6658a1e13190,,1024,11-3061.00
o_jobTaskRatings/dd625c5c-694b-4f68-9fa4-bbf1f839a6fd,,1022,11-3061.00
o_jobTaskRatings/c0f04294-d815-46a7-877c-d86709142518,,1031,11-3061.00
o_jobTaskRatings/8d3e6c0b-114e-491c-8ffe-546209507256,,1023,11-3061.00
o_jobTaskRatings/13f169c3-d84a-4e23-ba0a-a59be9455d85,,1025,11-3061.00
o_jobTaskRatings/ccab986c-5125-46a1-b851-1ed8026a42f9,,1029,11-3061.00
o_jobTaskRatings/3166c640-6652-4ba0-8cc7-6d03bdc86046,,1035,11-3061.00
o_jobTaskRatings/7812726a-05f0-45f1-afba-3d5253e03dae,,1020,11-3061.00
o_jobTaskRatings/e55ce768-7ef4-4f8f-b53e-ba63c0e40fe0,,1026,11-3061.00
o_jobTaskRatings/3d52e381-c37e-4acc-ab40-9e9eabd721ce,,1028,11-3061.00
o_jobTaskRatings/dc09ee39-fee8-4cfb-af9f-fae537be15ea,,1034,11-3061.00
o_jobTaskRatings/fd2347c0-895e-4336-8734-899d29271d3d,,1036,11-3061.00
o_jobTaskRatings/e4978f7e-ff82-4ffa-b9b6-77e3145e721b,,1038,11-3071.01
o_jobTaskRatings/f69509c3-af40-4540-8da7-701585c88ad1,,1037,11-3071.01
o_jobTaskRatings/e8d4b086-de5e-46ba-a382-0f0127af5d93,,20464,11-3071.01
o_jobTaskRatings/8272616b-4c64-48e2-94eb-95ddc6422231,,1040,11-3071.01
o_jobTaskRatings/288c2b3e-c300-4e9b-ab2a-0d6f975ee116,,20465,11-3071.01
o_jobTaskRatings/0858e196-c640-490f-b7a5-3dec8f0fc4eb,,1046,11-3071.01
o_jobTaskRatings/b113093e-5f98-4c73-9890-023006dc538c,,1044,11-3071.01
o_jobTaskRatings/86c7b17e-2ee9-47e3-9d89-38c58204d751,,1055,11-3071.01
o_jobTaskRatings/dd2ed7b7-4e04-4149-a42c-62ab17412460,,1039,11-3071.01
o_jobTaskRatings/e3848658-1e47-4c86-8a2f-8a589a9f7257,,20466,11-3071.01
o_jobTaskRatings/dbadf05a-29c0-44e0-91b6-63c50566ebec,,1050,11-3071.01
o_jobTaskRatings/4cc06400-9b4b-4196-8126-2e8f0533a232,,1042,11-3071.01
o_jobTaskRatings/0f8a8af8-a1ef-4969-9f45-4c4d457a166a,,19510,11-3071.01
o_jobTaskRatings/6634cd8d-4221-453e-adaa-dcb76e09edd3,,20467,11-3071.01
o_jobTaskRatings/20f2d2ac-77fb-4365-ac27-b19be0f4b70a,,1056,11-3071.01
o_jobTaskRatings/91ebc1c0-b698-4b94-832b-bc00423a639c,,1054,11-3071.01
o_jobTaskRatings/7a5b909e-de73-4a1b-8ee6-e645eb0df5ac,,20468,11-3071.01
o_jobTaskRatings/7fc81dce-0ae9-4e3b-b47f-e19c8b168ac9,,1053,11-3071.01
o_jobTaskRatings/86b92aed-51a9-4d11-90e2-8ecd25c2d281,,1045,11-3071.01
o_jobTaskRatings/bdaa3ed4-4f2f-4ae3-a9e7-131d4ecc5db5,,19506,11-3071.01
o_jobTaskRatings/7a58a325-9cbc-4f94-b39f-01aa8fadad7d,,19507,11-3071.01
o_jobTaskRatings/3700ee66-401a-4509-aaf9-722f29b2bb33,,20469,11-3071.01
o_jobTaskRatings/6e2dbd95-c720-4004-a8be-7d8e4e38d4c5,,20470,11-3071.01
o_jobTaskRatings/5c74f4d3-1290-4fac-bfcd-63d91b7230c0,,19508,11-3071.01
o_jobTaskRatings/42edbb3f-6ddc-4884-8e86-897c76a092f4,,19509,11-3071.01
o_jobTaskRatings/eac34d29-2e1e-46c9-9ad6-b08dae1b6f54,,1058,11-3071.01
o_jobTaskRatings/3e5117c1-ce10-4169-96f1-8892f0b90824,,1059,11-3071.01
o_jobTaskRatings/e6982661-a30c-46fb-a6e9-5724ac30f7ce,,20471,11-3071.01
o_jobTaskRatings/f2ee6e99-6b4d-4b3b-ab58-e3db1ffc1d63,,3291,11-3071.02
o_jobTaskRatings/9ebcd5d9-9f4f-420b-a1a7-a801df0fe8d6,,3292,11-3071.02
o_jobTaskRatings/d938128f-3ede-42f5-bedc-a0e3ddce6265,,3298,11-3071.02
o_jobTaskRatings/d1d203a3-2b60-473a-a3bf-fbd160bb3e15,,3297,11-3071.02
o_jobTaskRatings/4a210194-9089-444d-ac8a-f16706dab3aa,,3299,11-3071.02
o_jobTaskRatings/c17b08d9-07bd-453f-8dd7-5f70ee6c5441,,3293,11-3071.02
o_jobTaskRatings/d780227a-772f-48e6-a575-f0e8bcc079f4,,20941,11-3071.02
o_jobTaskRatings/d7a942df-8136-4af1-9e0e-f31ec740dc55,,19512,11-3071.02
o_jobTaskRatings/7641abf1-5e5a-4e7f-99fb-16e266208c68,,3310,11-3071.02
o_jobTaskRatings/b8e69bfb-464f-454c-8b17-750269b173f4,,3309,11-3071.02
o_jobTaskRatings/a06f96eb-ec61-4e16-aeec-2a4293e2ad7b,,3304,11-3071.02
o_jobTaskRatings/924c310b-f39d-4318-bb87-3932217918b9,,3302,11-3071.02
o_jobTaskRatings/8d9e462f-6eeb-4dfb-b80d-fd005361f2e1,,3313,11-3071.02
o_jobTaskRatings/dc183b37-2226-4df1-8b3d-7f365e14cc0e,,3300,11-3071.02
o_jobTaskRatings/9f830805-c71a-41c8-b50c-089660d4d376,,3295,11-3071.02
o_jobTaskRatings/525bed04-4d03-43f1-bdb5-4d4baeda9d2f,,3307,11-3071.02
o_jobTaskRatings/5c7009d7-47e5-401d-94f2-09edab9220eb,,3305,11-3071.02
o_jobTaskRatings/b72d452f-96eb-4fdc-9df9-40df5d5e8fee,,3306,11-3071.02
o_jobTaskRatings/d98931ea-8d5b-4a1f-8236-b8d79107fe90,,3296,11-3071.02
o_jobTaskRatings/9e23f2b8-70ad-41e5-9d4a-9da393131ec7,,3311,11-3071.02
o_jobTaskRatings/3040f058-e1d2-4f02-b8a0-7cd759eefd96,,3303,11-3071.02
o_jobTaskRatings/a4a0f526-0197-4ced-899c-4070e8b7ea20,,19513,11-3071.02
o_jobTaskRatings/fa785491-d5cd-4abf-957f-e7b575b71394,,3301,11-3071.02
o_jobTaskRatings/2c459ca6-1f5b-4d47-9a44-5bc40384c4b7,,3308,11-3071.02
o_jobTaskRatings/93546dde-0146-4d2f-ae2f-56c3ee1e2d73,,3312,11-3071.02
o_jobTaskRatings/5b943b15-df3a-4dec-a12c-a1055135ee86,,19511,11-3071.02
o_jobTaskRatings/8fbba484-1ad2-4a78-b3a0-eb4479d8c7e7,,3294,11-3071.02
o_jobTaskRatings/e765872a-d24d-4895-aaed-09c58a4aaabd,,19516,11-3071.02
o_jobTaskRatings/6a85e7e1-2ea9-46b8-bf56-8323a8440dff,,19514,11-3071.02
o_jobTaskRatings/aff2facf-f085-4915-ab1d-c2f1fa719937,,19517,11-3071.02
o_jobTaskRatings/a23b6299-22c3-457c-9770-257917d2b114,,19515,11-3071.02
o_jobTaskRatings/1bb0de34-abdf-49bb-9d0b-a310212a1c0f,,15752,11-3071.03
o_jobTaskRatings/1b80dffb-2520-48fe-8099-8b0ad4bd9210,,15754,11-3071.03
o_jobTaskRatings/a8059811-bdad-41f0-b1f7-d81031b1da72,,15751,11-3071.03
o_jobTaskRatings/85001e2d-f50c-428e-b726-b1ec0025faa8,,15749,11-3071.03
o_jobTaskRatings/3b50db83-e393-4e51-87ef-9a64f57f2212,,15740,11-3071.03
o_jobTaskRatings/7beb5329-4db3-453f-830d-9b3845c6d799,,15757,11-3071.03
o_jobTaskRatings/7945a68a-d8de-48d6-a5f7-f949b1b9fb7b,,15745,11-3071.03
o_jobTaskRatings/030cc15d-507c-43fb-bace-3b42135ee7f6,,19987,11-3071.03
o_jobTaskRatings/9ce82b20-2245-4375-9a61-6a628a1e0db5,,15753,11-3071.03
o_jobTaskRatings/9280aa6e-7f6c-403b-a7b9-e01c6b4d6cd6,,15756,11-3071.03
o_jobTaskRatings/e001337d-0d0e-48c1-adcf-4effc5fc0ecb,,15747,11-3071.03
o_jobTaskRatings/0b490ade-859b-4639-b702-9956575f1802,,15744,11-3071.03
o_jobTaskRatings/9386723e-6609-46f9-8fdf-2c43baae03f8,,15746,11-3071.03
o_jobTaskRatings/8bae4926-2a5a-4f56-90c7-deb1021de0e1,,15748,11-3071.03
o_jobTaskRatings/b05a0441-a92e-4376-a1aa-9d65ed0bea3a,,15742,11-3071.03
o_jobTaskRatings/77ee6c99-3d53-4461-a979-a6cbd7885167,,15743,11-3071.03
o_jobTaskRatings/6af535ce-66f6-4ddd-9614-de2c13852878,,15737,11-3071.03
o_jobTaskRatings/a6585901-5062-42be-b1b3-5b8cae5d0bf4,,15739,11-3071.03
o_jobTaskRatings/2d02388f-6066-4848-8d12-ab8f8e26d9ad,,19988,11-3071.03
o_jobTaskRatings/b9be66ca-d025-453b-ba46-2fb3905b1681,,19989,11-3071.03
o_jobTaskRatings/39561b5c-ca51-474c-a5e8-5d9430231390,,15755,11-3071.03
o_jobTaskRatings/d556ce4e-6a5f-4e1f-b97f-2d28f09e6075,,15741,11-3071.03
o_jobTaskRatings/28f516c7-89e8-430b-bf15-365220379872,,15736,11-3071.03
o_jobTaskRatings/ed921c1e-975b-4db2-9769-1fb4355ca873,,15738,11-3071.03
o_jobTaskRatings/1fd5d05a-cd4e-4cc4-a4d5-56cf501de859,,15750,11-3071.03
o_jobTaskRatings/3134551d-fd85-4b3f-b285-e88cc3b9c63e,,19991,11-3071.03
o_jobTaskRatings/3d8daced-c50a-41cc-9323-f487977fdd28,,19990,11-3071.03
o_jobTaskRatings/9e95b9e8-acec-4d47-92ff-0408e9387860,,19992,11-3071.03
o_jobTaskRatings/803f2b47-770a-4373-9d07-b55e5fefe682,,19993,11-3071.03
o_jobTaskRatings/6d414312-f92d-40dc-b46b-0daf383039f2,,19994,11-3071.03
o_jobTaskRatings/ba430331-6677-431e-a3f7-8c6a8aeb9e93,,3272,11-3111.00
o_jobTaskRatings/ca2099d5-b514-411d-92d3-78881c47046d,,3273,11-3111.00
o_jobTaskRatings/33a995a2-08b6-490d-b14e-66e15863d3c3,,3268,11-3111.00
o_jobTaskRatings/7f48aec6-f8ea-4414-b4c8-5c863161345a,,3276,11-3111.00
o_jobTaskRatings/f79aa29e-baf1-49c7-a404-99484818df0c,,3274,11-3111.00
o_jobTaskRatings/73a0ef47-8a8a-4482-b39a-0aeb06226280,,3267,11-3111.00
o_jobTaskRatings/b39ce5b2-cde0-434a-a95b-d07fe011b039,,3285,11-3111.00
o_jobTaskRatings/060c5df3-1d97-4399-aea9-e33a37541223,,3283,11-3111.00
o_jobTaskRatings/70fc5e3e-2662-420c-85c5-a1308062d95a,,3290,11-3111.00
o_jobTaskRatings/ad46e211-d4fd-4d91-a3ef-41b895f6ae07,,3270,11-3111.00
o_jobTaskRatings/a00b9e17-934f-4089-8356-48d76c5e5cea,,3271,11-3111.00
o_jobTaskRatings/c299662e-a045-49db-8189-def49d8ce03c,,3287,11-3111.00
o_jobTaskRatings/acb969a4-ff25-4f9e-a414-503f25c57893,,3275,11-3111.00
o_jobTaskRatings/163ad637-888b-44ce-a626-5a0d371bcfc8,,3279,11-3111.00
o_jobTaskRatings/bd6db1fa-0bd9-4c3a-8e4d-89bdb0d80261,,3266,11-3111.00
o_jobTaskRatings/044ac087-4dad-41e7-a6d1-3c7fa63de5ef,,3280,11-3111.00
o_jobTaskRatings/0443ca5e-f1e8-497d-b466-06e329f6e9f3,,3286,11-3111.00
o_jobTaskRatings/f5bbab88-3238-494f-90dc-ef6d476bd58c,,3281,11-3111.00
o_jobTaskRatings/7c65727c-f56c-4c1a-9fcd-1436788f8a21,,3288,11-3111.00
o_jobTaskRatings/fb388fa3-d7f3-41c5-9932-1f5774cf3c39,,3278,11-3111.00
o_jobTaskRatings/89513b2a-d37a-4b5c-82d9-e7924eceed8c,,3277,11-3111.00
o_jobTaskRatings/c6fabd72-cb55-435f-8681-c3c3ca6396e4,,3269,11-3111.00
o_jobTaskRatings/72b0b1a3-374f-4adf-b938-9ec55fb393c5,,3282,11-3111.00
o_jobTaskRatings/abfa1296-b65f-4ffc-99bc-e9b06a787b49,,3289,11-3111.00
o_jobTaskRatings/7def4317-b3fc-4353-a999-7dc3db0aa0fa,,990,11-3121.00
o_jobTaskRatings/f3d98eb5-1a67-434e-96fa-dc13bbabd739,,987,11-3121.00
o_jobTaskRatings/02c2cf19-246d-4a61-8eb0-e173c4eacc58,,988,11-3121.00
o_jobTaskRatings/1d609bd1-a399-43ce-8079-4d98447206c2,,986,11-3121.00
o_jobTaskRatings/d03e55fe-0072-430b-985e-608483d6bf9e,,998,11-3121.00
o_jobTaskRatings/3538a4b7-2941-43cb-82d8-c2c61ba1e036,,999,11-3121.00
o_jobTaskRatings/af06cdc7-9fb8-4332-9021-6c867784f9f6,,983,11-3121.00
o_jobTaskRatings/ebdc1bfe-14b2-4661-953c-7e6a6ccb7988,,991,11-3121.00
o_jobTaskRatings/b321ccc2-1f72-4b28-982d-36e1683dfa69,,1000,11-3121.00
o_jobTaskRatings/69c80ebd-3057-497e-8b20-e2cb8306169b,,985,11-3121.00
o_jobTaskRatings/037cc122-43fd-42a7-ab4d-276844bb1ec6,,997,11-3121.00
o_jobTaskRatings/f4c7ba51-3f2a-4053-9cc3-64451848e029,,982,11-3121.00
o_jobTaskRatings/b18f5613-aeb2-4009-b371-532477dec44d,,994,11-3121.00
o_jobTaskRatings/83636b48-d414-4e0b-973d-a3806a56417a,,995,11-3121.00
o_jobTaskRatings/fbc852e7-a37b-4e4b-9ebc-c408277cdcce,,984,11-3121.00
o_jobTaskRatings/cf68d4e6-1294-4256-8e5f-30f443698ca3,,1003,11-3121.00
o_jobTaskRatings/623ae5e9-0d6d-426b-acde-225975e21567,,989,11-3121.00
o_jobTaskRatings/7741bafa-73e8-47f0-bf77-09613d1484b6,,992,11-3121.00
o_jobTaskRatings/aa4541d5-ec90-4f70-b9c7-02ec7db66cf4,,1004,11-3121.00
o_jobTaskRatings/2b0c95e1-58e3-4d3f-b0ae-b9d5b206ecc0,,993,11-3121.00
o_jobTaskRatings/ffc67b78-3896-4361-bfc0-19c7fc20c1dc,,1001,11-3121.00
o_jobTaskRatings/50b29471-b5b9-4a6e-8cfe-292ea153f585,,996,11-3121.00
o_jobTaskRatings/b2016f76-a5ba-4084-a805-ef0b4a9d4fa6,,1002,11-3121.00
o_jobTaskRatings/862a2eb2-5744-4bf6-82a5-d5a924b76491,,1005,11-3121.00
o_jobTaskRatings/c202d570-ccf0-4b93-8dd3-046adfc312b4,,1007,11-3121.00
o_jobTaskRatings/9c92fc09-107a-4d75-b562-2662d7bef95b,,1006,11-3121.00
o_jobTaskRatings/d3d177a2-da01-4ff6-a79f-7fe99f327c85,,1015,11-3131.00
o_jobTaskRatings/4dbaa237-cef2-48ce-b7dd-aa8a68de658e,,1009,11-3131.00
o_jobTaskRatings/80d9c82e-b850-4659-9dbe-b92130c369eb,,1014,11-3131.00
o_jobTaskRatings/51334b51-f668-4691-9960-a00a1b9c4e6e,,1019,11-3131.00
o_jobTaskRatings/f0d2b6fd-bb8c-484a-856a-18bddf37d16c,,1012,11-3131.00
o_jobTaskRatings/12de80b8-f6bf-444c-9656-5e69094b52b9,,1013,11-3131.00
o_jobTaskRatings/90dbd7b8-b481-436c-ad78-875abc1a0b6a,,1010,11-3131.00
o_jobTaskRatings/2635564b-a6bf-492e-b03a-3ce5d6c3e434,,1017,11-3131.00
o_jobTaskRatings/bb332299-460a-496d-9c4b-02260fb506eb,,1008,11-3131.00
o_jobTaskRatings/f8cc2077-b04a-429a-a6f5-b250543225cb,,1011,11-3131.00
o_jobTaskRatings/6ecd73d7-a0ea-481c-a6ab-8e9b2c0afec8,,1016,11-3131.00
o_jobTaskRatings/93cedab0-f444-454e-9bfb-1923e18d2f7b,,1018,11-3131.00
o_jobTaskRatings/314ebc43-9d83-42c9-9cfa-2ff6ac4087ee,,12811,11-9013.01
o_jobTaskRatings/e4152a5c-b57e-4e7c-959d-3b036a45ffa8,,12812,11-9013.01
o_jobTaskRatings/67e1f381-ff98-40ad-a63b-d0ca8fa9a1a2,,12813,11-9013.01
o_jobTaskRatings/aca8eee0-19de-4b7c-91ee-3ba2b9ee532d,,12814,11-9013.01
o_jobTaskRatings/4867815c-8dd3-4588-826d-af72ff17f1db,,12815,11-9013.01
o_jobTaskRatings/8a51b9b1-36c8-4f87-99c1-83aec28d22bd,,12816,11-9013.01
o_jobTaskRatings/e577b954-af4b-4e13-b066-1f5d4531b6c4,,12817,11-9013.01
o_jobTaskRatings/bf7fc4c0-a4f9-4ca1-a84e-2cac15577463,,12818,11-9013.01
o_jobTaskRatings/ebe87b15-d6df-4623-976a-c8225e84389f,,12819,11-9013.01
o_jobTaskRatings/f7eb6bd9-4e4b-458c-880b-e7ad48793a54,,12820,11-9013.01
o_jobTaskRatings/0926071d-630f-4d73-afda-c92eccdcb115,,12821,11-9013.01
o_jobTaskRatings/4e187df9-17e7-4532-8a83-a1a9a044a575,,12822,11-9013.01
o_jobTaskRatings/98f62f9d-9e1f-4666-be13-b63572f99cbe,,12823,11-9013.01
o_jobTaskRatings/0952190e-24a1-4883-8cce-e1054e1363b7,,12824,11-9013.01
o_jobTaskRatings/0d8e91c3-5418-4b7d-95c0-fb1b7f14cee9,,12825,11-9013.01
o_jobTaskRatings/2121779d-8763-4e6e-ba8a-2f870ceba50e,,12826,11-9013.01
o_jobTaskRatings/f5aa20f3-203a-46bc-9159-02e743a7e873,,12827,11-9013.01
o_jobTaskRatings/10d44aa6-d59a-4734-af41-405f7d554420,,12828,11-9013.01
o_jobTaskRatings/dfc32935-d9bc-43af-88d9-a154424f9c17,,12829,11-9013.01
o_jobTaskRatings/3207560e-3175-4ff6-b9a1-fd09b2848738,,12830,11-9013.01
o_jobTaskRatings/ddbc29a1-e75d-41aa-9ded-7e1808ef7fff,,18826,11-9013.02
o_jobTaskRatings/6fd1ec59-d446-49c3-8099-417810b4695a,,18804,11-9013.02
o_jobTaskRatings/d5b9d8d3-b4ff-4c3a-89bb-47e5b5fd2430,,18810,11-9013.02
o_jobTaskRatings/02b31e51-2c48-4125-bf6c-cf76d6b26667,,18816,11-9013.02
o_jobTaskRatings/34744732-fa21-4c74-bda5-4f4ab1cfd36c,,18809,11-9013.02
o_jobTaskRatings/aea682d3-c1f3-4c27-832f-57d94d448dc0,,18805,11-9013.02
o_jobTaskRatings/31a48f6e-6628-4f6f-9de3-579a35daa707,,18813,11-9013.02
o_jobTaskRatings/72bc1460-43aa-4a35-a742-192df319c92d,,18825,11-9013.02
o_jobTaskRatings/720782ae-d838-44fc-9fba-04bad82afd9b,,18812,11-9013.02
o_jobTaskRatings/fcc5e1b6-b9ef-467a-83e1-cfd374ecbbef,,18821,11-9013.02
o_jobTaskRatings/4f589fa9-bc37-4077-bab6-af509602eb44,,18806,11-9013.02
o_jobTaskRatings/d4bfb30c-c99a-4044-a847-e20ec5043fd5,,18817,11-9013.02
o_jobTaskRatings/e34e3d9a-a8b9-496d-a504-2d26aee934fd,,18803,11-9013.02
o_jobTaskRatings/7041252a-47a1-4567-b8b0-5ef372ebf419,,18823,11-9013.02
o_jobTaskRatings/f8b5b369-8bd1-4e27-85af-9be3925f5543,,18807,11-9013.02
o_jobTaskRatings/ec2062ee-c7b5-4b3f-9c28-501c9699b726,,18818,11-9013.02
o_jobTaskRatings/fc9f2d13-ed1d-4f4f-891d-7541f0ad79ee,,18820,11-9013.02
o_jobTaskRatings/6a04af30-9347-4bfd-a470-43cbde7f6dce,,18808,11-9013.02
o_jobTaskRatings/277a3711-bf52-48bb-aec5-9b2a72e5ba7e,,18819,11-9013.02
o_jobTaskRatings/c4182ab9-f473-47bf-9543-939ffb028ed8,,18814,11-9013.02
o_jobTaskRatings/28aceab9-83af-4393-8bbe-843d467bcfea,,18828,11-9013.02
o_jobTaskRatings/9dabeaec-7419-4b8b-be3a-235415ffa118,,18822,11-9013.02
o_jobTaskRatings/0384f39a-8d5a-4254-acf5-91ed1e19df46,,18827,11-9013.02
o_jobTaskRatings/a1ff1e6a-169e-46d2-9c1c-012143e14636,,18811,11-9013.02
o_jobTaskRatings/bbcd3d41-ff2d-44e1-a8dc-d3378b493047,,18824,11-9013.02
o_jobTaskRatings/522bf33c-7a34-44eb-bd88-377390e19434,,18829,11-9013.02
o_jobTaskRatings/8b0b63d1-e433-4357-abd3-493d75f10fc5,,18802,11-9013.02
o_jobTaskRatings/a33689ba-b45e-45e9-8d70-aa0d396b3f9b,,10810,11-9013.03
o_jobTaskRatings/289eb5f0-9234-4b95-b217-78e503325592,,10816,11-9013.03
o_jobTaskRatings/a23becd5-8378-4a59-85a9-64e108220e3a,,10811,11-9013.03
o_jobTaskRatings/617afef1-2dce-491a-b659-20f423d29c2b,,10820,11-9013.03
o_jobTaskRatings/2c0b9462-96e1-4ff6-b7e2-16c9ffd482fd,,10812,11-9013.03
o_jobTaskRatings/7476b48c-3f8f-4773-a6d1-bd03c43a2e8e,,10817,11-9013.03
o_jobTaskRatings/fb386f9c-a69f-49ad-b1bd-486bd5f60e9c,,10819,11-9013.03
o_jobTaskRatings/c8cbcc01-42fd-4c30-bfc6-ce9dfaa0b212,,10814,11-9013.03
o_jobTaskRatings/dfcbfa6a-5528-4d01-90ec-d4e0228d1bcd,,10822,11-9013.03
o_jobTaskRatings/6e192ea5-14fa-4a69-95aa-8d2c5a6843c6,,10813,11-9013.03
o_jobTaskRatings/50944449-f817-4fdc-b6f5-9d9e82aea4a5,,10815,11-9013.03
o_jobTaskRatings/58f98fff-82e1-4dbe-888c-9fa8e4cc992c,,10825,11-9013.03
o_jobTaskRatings/91ea532d-3fff-402e-8a58-9d5cf77135f8,,10826,11-9013.03
o_jobTaskRatings/bc87ea11-fcd7-4169-bf20-0fafac89e02f,,10823,11-9013.03
o_jobTaskRatings/0ff3b25d-ed20-44a5-a0d5-f5dc1aca2ced,,10824,11-9013.03
o_jobTaskRatings/a1ab67e5-70e2-4642-a5a7-ca204b085aca,,10818,11-9013.03
o_jobTaskRatings/4d6fe0a4-e166-45ec-b16d-2d88a51e5ce5,,10821,11-9013.03
o_jobTaskRatings/923aac7a-3cb3-45d0-bff5-947ae5a16eda,,10828,11-9013.03
o_jobTaskRatings/1fdfed38-80f9-4d9e-afb5-7be5e9bc416d,,10827,11-9013.03
o_jobTaskRatings/d5fc044c-779d-4e89-8d9d-84e17b70ae8b,,3314,11-9021.00
