_id,Element ID,DWA ID,DWA Title
o_dwa/e63c9671-43bb-4063-9f5e-6049492c42bc,4.A.1.a.2,4.A.1.a.2.I09.D04,Monitor activities affecting environmental quality.
o_dwa/7ff9b45a-f651-4f3e-90cc-2e40f9e29f35,4.A.1.a.2,4.A.1.a.2.I09.D05,Assess characteristics of fires.
o_dwa/49c9f8a6-d57f-4a43-ac48-4a3d4cd8eff0,4.A.1.a.2,4.A.1.a.2.I09.D06,Inspect condition of natural environments.
o_dwa/ac6f8c9d-4e99-4b02-b758-2efc38739c31,4.A.1.a.2,4.A.1.a.2.I10.D01,Monitor the security of digital information.
o_dwa/f215b392-fbb2-41be-8bc5-2ec7b8ad1d0b,4.A.1.a.2,4.A.1.a.2.I10.D02,Monitor the performance of computer networks.
o_dwa/78dbff1d-3df2-4a36-9a27-1ca5dc82a9a8,4.A.1.a.2,4.A.1.a.2.I10.D03,Monitor computer system performance to ensure proper operation.
o_dwa/6d0b9ecd-834e-4a44-bbb6-efc8e986e124,4.A.1.a.2,4.A.1.a.2.I11.D01,Identify actions needed to bring properties or facilities into compliance with regulations.
o_dwa/a01221cb-b93f-49ba-af7a-9a0aab5fce72,4.A.1.a.2,4.A.1.a.2.I11.D02,Inspect products or operations to ensure that standards are met.
o_dwa/ed1b0e33-bb60-4c6a-a982-693530247ab2,4.A.1.a.2,4.A.1.a.2.I11.D03,Monitor operations to ensure compliance with safety or security policies or regulations.
o_dwa/cb06699a-0ee3-4183-9e63-7212e187e37e,4.A.1.a.2,4.A.1.a.2.I11.D04,Monitor organizational compliance with regulations.
o_dwa/6db49e27-7fbd-49cc-8a71-ac266f97a6d3,4.A.1.a.2,4.A.1.a.2.I11.D05,Verify that medical activities or operations meet standards.
o_dwa/43694199-284b-42ff-9b57-a6d3d20bf29c,4.A.1.a.2,4.A.1.a.2.I11.D06,Monitor processes for compliance with standards.
o_dwa/d04ecaf0-5e47-42ba-8b2e-94321d4cc587,4.A.1.a.2,4.A.1.a.2.I11.D07,Evaluate personnel practices to ensure adherence to regulations.
o_dwa/f3cb927c-8d68-489d-b1f8-c525e4896fd8,4.A.1.a.2,4.A.1.a.2.I11.D08,Monitor operational activities to ensure compliance with regulations or standard operating procedures.
o_dwa/56b0f7dc-8347-45bf-bf94-97cde4986d5e,4.A.1.a.2,4.A.1.a.2.I11.D09,Evaluate construction projects to determine compliance with external standards or regulations.
o_dwa/818a4425-fb06-4321-baf2-e5a4ac5dc8ae,4.A.1.a.2,4.A.1.a.2.I11.D10,Determine operational compliance with regulations or standards.
o_dwa/cf06c29e-84bc-481a-a151-d92f0952f405,4.A.1.a.2,4.A.1.a.2.I11.D11,Monitor medical facility activities to ensure adherence to standards or regulations.
o_dwa/b73f15cc-9090-4b67-ae30-92e87d55c7e9,4.A.1.b.1,4.A.1.b.1.I01.D01,Apply identification labels or tags.
o_dwa/7e3c5a4d-f8a6-49fd-bbd6-8760cedc887f,4.A.1.b.1,4.A.1.b.1.I01.D02,Mark agricultural or forestry products for identification.
o_dwa/954afbdb-4887-4779-8ae6-7a159d55a20e,4.A.1.b.1,4.A.1.b.1.I01.D03,Mark materials or objects for identification.
o_dwa/9e6ca462-28b3-4bd2-b813-83f3c06fe0f9,4.A.1.b.1,4.A.1.b.1.I01.D04,"Mark products, workpieces, or equipment with identifying information."
o_dwa/8771550d-20bb-4ada-8d50-9e4ce74b4587,4.A.1.b.1,4.A.1.b.1.I01.D05,Label production materials.
o_dwa/2bc1bf9f-8120-477c-8849-71761f28bd53,4.A.1.b.1,4.A.1.b.1.I01.D06,"Attach identification information to products, items or containers."
o_dwa/31d523a1-a0c5-4887-a430-1c8418f373bc,4.A.1.b.1,4.A.1.b.1.I02.D01,Identify opportunities for green initiatives.
o_dwa/e18df0f7-b029-4de3-96ee-3a18a3fee0c4,4.A.1.b.1,4.A.1.b.1.I02.D02,Identify potential customers.
o_dwa/79fc6fb3-be1f-4f00-a9ce-961e37bb0a6d,4.A.1.b.1,4.A.1.b.1.I02.D03,Identify investment opportunities or strategies.
o_dwa/3dd4c762-48d9-4e6d-9fc1-b8de9cb059d9,4.A.1.b.1,4.A.1.b.1.I02.D04,Identify strategic business investment opportunities.
o_dwa/0c46c484-552a-41e3-a264-189bc3efb1b9,4.A.1.b.1,4.A.1.b.1.I02.D05,Identify new applications for existing technologies.
o_dwa/51d26e79-adca-42e4-95f0-90f44f6c0d06,4.A.1.b.1,4.A.1.b.1.I02.D06,Identify opportunities to improve operational efficiency.
o_dwa/bf2e2a7c-4fba-43bf-bd32-895dcde10a2c,4.A.1.b.1,4.A.1.b.1.I02.D07,Identify sustainable business practices.
o_dwa/c071d70c-7884-44b0-a20d-b979773d5e18,4.A.1.b.2,4.A.1.b.2.I01.D01,Test patient heart or lung functioning.
o_dwa/b8622de0-2412-43e5-b384-8436fbf46b23,4.A.1.b.2,4.A.1.b.2.I01.D02,Administer screening tests to determine abilities or treatment needs.
o_dwa/c4b27b2a-c933-4117-8549-e1a96aa43121,4.A.1.b.2,4.A.1.b.2.I01.D03,Test patient hearing.
o_dwa/c3b3b392-8262-49f6-ad72-c54b095a6867,4.A.1.b.2,4.A.1.b.2.I01.D04,Test patient vision.
o_dwa/ff83d7c1-16b0-45be-8ee8-69371869c3eb,4.A.1.b.2,4.A.1.b.2.I01.D05,Conduct diagnostic tests to determine patient health.
o_dwa/7c69aea6-43fc-4c8c-bf36-cdcba3a17ef7,4.A.1.b.2,4.A.1.b.2.I01.D06,Administer drug screening tests.
o_dwa/2da83170-2f83-4a92-beb7-bbca75a54079,4.A.1.b.2,4.A.1.b.2.I01.D07,Test patient nervous system functioning.
o_dwa/105ce6c9-a789-4fef-8c95-476f29a0bd8a,4.A.1.b.2,4.A.1.b.2.I01.D08,Test biological specimens to gather information about patient conditions.
o_dwa/6c105534-582c-4816-af27-9e05ff2fac81,4.A.1.b.2,4.A.1.b.2.I02.D01,Test green technologies or processes.
o_dwa/b795bfb3-195c-4c35-8d79-0cee65348ed2,4.A.1.b.2,4.A.1.b.2.I02.D02,Test green technology installations to verify performance.
o_dwa/feac6cd9-dad5-4b3b-98e2-d771f4bf6901,4.A.1.b.2,4.A.1.b.2.I03.D01,"Test materials, solutions, or samples."
o_dwa/cfe80979-f581-4dbc-b8b6-71acefdaedea,4.A.1.b.2,4.A.1.b.2.I03.D02,Test products for functionality or quality.
o_dwa/12df1b87-4f7e-48a3-8297-826a0576e543,4.A.1.b.2,4.A.1.b.2.I03.D03,Analyze test results.
o_dwa/31c6e123-878e-4ad8-a2a7-d2ea725cff9e,4.A.1.b.2,4.A.1.b.2.I03.D04,Test characteristics of materials or structures.
o_dwa/4c8de7fc-8045-4c16-8b0d-b265a2de13cb,4.A.1.b.2,4.A.1.b.2.I03.D05,Test chemical or physical characteristics of materials or products.
o_dwa/e9f8d5ff-6c81-4d40-8337-cb989c6c9d64,4.A.1.b.2,4.A.1.b.2.I03.D06,Test fluids to identify contamination or other problems.
o_dwa/dc7c4756-9b88-4221-ac8a-55492dd36c01,4.A.1.b.2,4.A.1.b.2.I03.D07,Test quality of materials or finished products.
o_dwa/79b4cf6a-b45a-4f02-a5e4-5cd14659492d,4.A.1.b.2,4.A.1.b.2.I04.D01,Inspect motor vehicles.
o_dwa/c2a7c1d4-c98c-41f3-8f6b-916913dc53fa,4.A.1.b.2,4.A.1.b.2.I04.D02,Inspect mechanical components of vehicles to identify problems.
o_dwa/e908485a-aae5-463d-8c64-e14dc47652d0,4.A.1.b.2,4.A.1.b.2.I04.D03,Inspect vehicles to determine overall condition.
o_dwa/dcc4d4e4-dc0a-45ae-a337-3eb7f542ae18,4.A.1.b.2,4.A.1.b.2.I04.D04,Inspect locomotives or other railroad equipment.
o_dwa/de0ef577-997e-4b67-9e6c-2bffe29be5c5,4.A.1.b.2,4.A.1.b.2.I04.D05,Inspect aircraft or aircraft components.
o_dwa/8132204b-661d-49d4-ad94-71df385ee455,4.A.1.b.2,4.A.1.b.2.I04.D06,Inspect structural components of vehicles to identify problems.
o_dwa/1b759e63-67d3-4e8f-a791-4ed20d02885f,4.A.1.b.2,4.A.1.b.2.I05.D01,Inspect work sites to determine condition or necessary repairs.
o_dwa/3c01fe41-41de-4e94-8a22-494fbdafecd8,4.A.1.b.2,4.A.1.b.2.I05.D02,Inspect work sites to identify potential environmental or safety hazards.
o_dwa/c6905596-27a3-4402-853f-5c0be9a6cff7,4.A.1.b.2,4.A.1.b.2.I05.D03,"Inspect facilities, equipment or supplies to ensure conformance to standards."
o_dwa/74306b66-6161-4395-9b84-0ee0bddec287,4.A.1.b.2,4.A.1.b.2.I05.D04,Inspect cargo areas for cleanliness or condition.
o_dwa/15f2fa13-39dc-4ed8-9ec0-3633356e3397,4.A.1.b.2,4.A.1.b.2.I05.D05,Inspect work environments to ensure safety.
o_dwa/76826a57-85c5-478b-a468-2ad20e6a5ff7,4.A.1.b.2,4.A.1.b.2.I05.D06,Monitor cargo area conditions.
o_dwa/d95aca44-59ea-44ae-8cba-576ba14248c4,4.A.1.b.2,4.A.1.b.2.I05.D07,Inspect facilities.
o_dwa/adc28ed5-2285-4b0d-a741-daef1dacdf8e,4.A.1.b.2,4.A.1.b.2.I05.D08,Inspect facilities or equipment to ensure specifications are met.
o_dwa/529f7ace-8439-40e1-aa64-deb245286e41,4.A.1.b.2,4.A.1.b.2.I05.D09,Inspect areas for compliance with sanitation standards.
o_dwa/7e4a6780-0987-404a-ae82-3414d11b70e5,4.A.1.b.2,4.A.1.b.2.I05.D10,Inspect facilities to ensure compliance with fire regulations.
o_dwa/ac4fdd54-bd9d-4b74-a20b-e7494f6d3c0a,4.A.1.b.2,4.A.1.b.2.I05.D11,"Inspect facilities to ensure compliance with safety, quality, or service standards."
o_dwa/803a1c34-eb79-4f73-bfe0-22ab62b4e863,4.A.1.b.2,4.A.1.b.2.I05.D12,Inspect facilities or sites to determine if they meet specifications or standards.
o_dwa/010e9fbd-3083-4ce2-b460-7b37823335eb,4.A.1.b.2,4.A.1.b.2.I05.D13,Inspect facilities to ensure compliance with security or safety regulations.
o_dwa/1c7d7104-414e-4608-83ca-5c79156b460c,4.A.1.b.2,4.A.1.b.2.I05.D14,Inspect facilities for cleanliness.
o_dwa/4e8a4535-41f7-4173-a06e-788bccbaf624,4.A.1.b.2,4.A.1.b.2.I05.D15,Inspect condition or functioning of facilities or equipment.
o_dwa/c787a4b6-7af1-4664-ab58-46b94377277f,4.A.1.b.2,4.A.1.b.2.I05.D16,Inspect buildings or grounds to determine condition.
o_dwa/c0d77d41-9b98-461d-a8ed-cd93ecb38a0e,4.A.1.b.2,4.A.1.b.2.I06.D01,Verify alignment of structures or equipment.
o_dwa/3d9d3162-396b-4f62-9d5c-9af67a6d41d9,4.A.1.b.2,4.A.1.b.2.I06.D02,Inspect timing devices.
o_dwa/39f37b6a-9a6b-413c-8f74-4019815751f2,4.A.1.b.2,4.A.1.b.2.I06.D03,Inspect finishes of workpieces or finished products.
o_dwa/22dee8e6-268f-47da-bc8d-1275dcaf147f,4.A.1.b.2,4.A.1.b.2.I06.D04,Count finished products or workpieces.
o_dwa/cbc66251-07b9-426a-b575-22f0ef5472ce,4.A.1.b.2,4.A.1.b.2.I06.D05,"Inspect metal, plastic, or composite products."
o_dwa/6fc96dfc-f3ce-4d6f-8f33-379d453f2a6f,4.A.1.b.2,4.A.1.b.2.I06.D06,Inspect work to ensure standards are met.
o_dwa/a098e1a4-6ed6-46f3-97c1-a6e85088ae03,4.A.1.b.2,4.A.1.b.2.I06.D07,Inspect textile products.
o_dwa/7f92aa3d-c572-4b06-8ec0-1c5dda0df500,4.A.1.b.2,4.A.1.b.2.I06.D08,Inspect finished products to locate flaws.
o_dwa/c7b52b42-0e01-41fa-945e-69d86b8f661a,4.A.1.b.2,4.A.1.b.2.I06.D09,Evaluate projects to determine compliance with technical specifications.
o_dwa/5561b102-60c6-498e-b928-14f04cd26bdb,4.A.1.b.2,4.A.1.b.2.I06.D10,Inspect medical or dental assistive devices.
o_dwa/d31910e9-62c6-4fec-93c5-88c7b2081245,4.A.1.b.2,4.A.1.b.2.I06.D11,Inspect items for damage or defects.
o_dwa/dcb601fe-4648-456d-a12f-c67b1378a797,4.A.1.b.2,4.A.1.b.2.I06.D12,Check quality of foods or supplies.
o_dwa/598ec4de-a8cb-4dc4-a60e-a3a54cef74fb,4.A.1.b.2,4.A.1.b.2.I06.D13,Inspect food products.
o_dwa/b54ece9a-46e5-466e-9d87-175c4d5d432f,4.A.1.b.2,4.A.1.b.2.I06.D14,Inspect sets or exhibits.
o_dwa/6f377c9f-909d-4b52-a6c4-71748cb231f3,4.A.1.b.2,4.A.1.b.2.I06.D15,Inspect completed work to ensure proper functioning.
o_dwa/43542387-edc0-4c6c-abba-e901974333b4,4.A.1.b.2,4.A.1.b.2.I06.D16,Inspected printed materials or other images to verify quality.
o_dwa/472bdc09-b7ff-49e5-b4e3-f012ee2f3f50,4.A.1.b.2,4.A.1.b.2.I06.D17,Inspect completed work to ensure proper installation.
o_dwa/102f99fc-2803-4e2a-85b6-51deab315bb6,4.A.1.b.2,4.A.1.b.2.I06.D18,Inspect installed components or assemblies.
o_dwa/2f8ea935-63ad-4d4f-954e-9eca7220f4f0,4.A.1.b.2,4.A.1.b.2.I07.D01,Inspect equipment or tools to be used in construction or excavation.
o_dwa/c1f786c7-e2ff-47c5-bb25-0c13e01f5e18,4.A.1.b.2,4.A.1.b.2.I07.D02,Inspect safety equipment to ensure proper functioning.
o_dwa/a6518bf6-72fb-44b1-bf61-96ea18db794a,4.A.1.b.2,4.A.1.b.2.I07.D03,Inspect systems to determine if they are operating properly.
o_dwa/fb71a8ea-d45a-4fd2-bb92-673b40b22678,4.A.1.b.2,4.A.1.b.2.I07.D04,Inspect equipment or facilities to determine condition or maintenance needs.
o_dwa/85aca370-0dcf-4a52-b498-b839902e73ff,4.A.1.b.2,4.A.1.b.2.I07.D05,Inspect telecommunications equipment to identify problems.
o_dwa/57b49c4c-6183-4116-b2fc-18e78cae0f5e,4.A.1.b.2,4.A.1.b.2.I07.D06,Inspect equipment to locate or identify electrical problems.
o_dwa/53c5173a-44c3-4e09-a047-08c25c463d28,4.A.1.b.2,4.A.1.b.2.I07.D07,Inspect material-moving equipment to detect problems.
o_dwa/a8ba3ed7-60c0-4f72-a341-4b5d4046b6b3,4.A.1.b.2,4.A.1.b.2.I07.D08,Inspect electrical or electronic systems for defects.
o_dwa/b348651e-966c-4332-ab6f-7abaefb1d16f,4.A.1.b.2,4.A.1.b.2.I07.D09,Conduct validation tests of equipment or processes.
o_dwa/63903c68-7395-44ee-b039-dcad8d5a8859,4.A.1.b.2,4.A.1.b.2.I07.D10,Inspect gas systems or components to identify leaks or other potential hazards.
o_dwa/b20a85cd-8bf0-4ae7-9e43-405f4a084ee1,4.A.1.b.2,4.A.1.b.2.I07.D11,Inspect equipment or systems.
o_dwa/bd093cd8-2576-466d-86a6-3b53ed3ea0cf,4.A.1.b.2,4.A.1.b.2.I07.D12,Inspect plumbing systems or fixtures.
o_dwa/38db490f-3fe1-406b-8e95-f8821ae0d102,4.A.1.b.2,4.A.1.b.2.I07.D13,Locate equipment or materials in need of repair or replacement.
o_dwa/2e7c9bf5-f59c-4b0e-afd7-dc9f7ee26781,4.A.1.b.2,4.A.1.b.2.I07.D14,Inspect equipment to ensure safety or proper functioning.
o_dwa/4342f3f0-5e21-4da3-8873-82ffcaeaf867,4.A.1.b.2,4.A.1.b.2.I07.D15,Inspect production equipment.
o_dwa/e13e4926-7a25-446b-be78-c2bcd09e59cc,4.A.1.b.2,4.A.1.b.2.I07.D16,Inspect industrial or commercial equipment to ensure proper operation.
o_dwa/d78bd324-4959-4202-bf5c-598c674f755c,4.A.1.b.2,4.A.1.b.2.I07.D17,Inspect sustainable energy production facilities or equipment.
o_dwa/8b0ac948-252a-4f2f-b997-e875a26b2d15,4.A.1.b.2,4.A.1.b.2.I07.D18,Inspect equipment to ensure proper functioning.
o_dwa/6c9fb37a-2033-48ba-9889-935570541893,4.A.1.b.2,4.A.1.b.2.I07.D19,Inspect communications or broadcasting equipment.
o_dwa/b5d7eab8-be12-4b5f-86d0-4524d4c095ba,4.A.1.b.2,4.A.1.b.2.I07.D20,"Inspect mechanical equipment to locate damage, defects, or wear."
o_dwa/fb470e6f-88a1-4e41-9b49-c57573ee504e,4.A.1.b.2,4.A.1.b.2.I07.D21,Examine medical instruments or equipment to ensure proper operation.
o_dwa/8d4036cb-7927-4c40-9ecd-45e561a80ab2,4.A.1.b.2,4.A.1.b.2.I08.D01,Test computer hardware performance.
o_dwa/7023f86b-44b8-46dc-8f13-f2aa22cb90dc,4.A.1.b.2,4.A.1.b.2.I08.D02,Test computer system operations to ensure proper functioning.
o_dwa/df45129a-60cf-4355-9f6d-14b38fd98298,4.A.1.b.2,4.A.1.b.2.I08.D03,Test software performance.
o_dwa/37214362-649f-4f11-a825-1662b55838cc,4.A.1.b.2,4.A.1.b.2.I09.D01,Check physical condition of people or animals.
o_dwa/8433ee57-9fd3-4b9a-a238-759dc13e1ec1,4.A.1.b.2,4.A.1.b.2.I09.D02,"Examine animals to detect illness, injury or other problems."
o_dwa/6298ba23-3282-4f33-a48b-e37dd7b7247a,4.A.1.b.2,4.A.1.b.2.I09.D03,Examine patients to assess general physical condition.
o_dwa/9ca968e9-f031-4be6-b0cf-646d95ba8a66,4.A.1.b.2,4.A.1.b.2.I09.D04,"Examine mouth, teeth, gums, or related facial structures."
o_dwa/ae7f92e9-2668-484a-b5f9-0e76517dfd1e,4.A.1.b.2,4.A.1.b.2.I09.D05,Measure the physical or physiological attributes of patients.
o_dwa/cd0da523-2574-4c27-a3bb-4e44d5319071,4.A.1.b.2,4.A.1.b.2.I10.D01,Compare physical characteristics of materials or products to specifications or standards.
o_dwa/7ba023d7-3ca5-4d9a-baf2-4b7e8fd9b4e1,4.A.1.b.2,4.A.1.b.2.I10.D02,Inspect lumber or raw woodstock.
o_dwa/602696fa-6281-47fd-bed2-e6ba5d099b8d,4.A.1.b.2,4.A.1.b.2.I10.D03,Inspect shipments to ensure correct order fulfillment.
o_dwa/0abfbaac-3df0-436e-8aa4-3faaf500dc23,4.A.1.b.2,4.A.1.b.2.I10.D04,"Inspect garments for defects, damage, or stains."
o_dwa/7d58add6-add7-404f-9846-bdbda1e98654,4.A.1.b.2,4.A.1.b.2.I10.D05,Inspect cargo to identify potential hazards.
o_dwa/21908288-e9b3-4679-82b7-b6e662f5ec2d,4.A.1.b.2,4.A.1.b.2.I10.D06,Evaluate characteristics of archival or historical objects.
o_dwa/cd2e1ecf-b139-46aa-b17a-ccc112bb89c1,4.A.1.b.2,4.A.1.b.2.I10.D07,Examine condition of property or products.
o_dwa/a08e2b0a-10da-4dfc-a0be-754cceef3424,4.A.1.b.2,4.A.1.b.2.I10.D08,Inspect materials or equipment to determine need for repair or replacement.
o_dwa/2df60521-cb58-4b79-8922-da8650cbd9b2,4.A.1.b.2,4.A.1.b.2.I10.D09,Examine physical characteristics of gemstones or precious metals.
o_dwa/eff71b0c-a86a-4b7b-81fc-f8f7b0c0503a,4.A.1.b.2,4.A.1.b.2.I11.D01,Test air quality at work sites.
o_dwa/d82310a5-17ac-4ec2-9504-563b10c0a9a5,4.A.1.b.2,4.A.1.b.2.I11.D02,Test facilities for environmental hazards.
o_dwa/3de5feb3-1d08-4e6a-92a2-b140be08d2ee,4.A.1.b.2,4.A.1.b.2.I12.D01,Test communications equipment to ensure proper functioning.
o_dwa/2a5a2201-38c3-4931-a9d8-28e92142e7b0,4.A.1.b.2,4.A.1.b.2.I12.D02,"Test performance of electrical, electronic, mechanical, or integrated systems or equipment."
o_dwa/1dee29dd-e543-46c0-a00d-1d37e3d8f9b2,4.A.1.b.2,4.A.1.b.2.I12.D03,Test electrical equipment or systems to ensure proper functioning.
o_dwa/3964fcb9-b0c7-4723-add3-89465156b810,4.A.1.b.2,4.A.1.b.2.I12.D04,Test performance of aircraft equipment.
o_dwa/21f03b20-e74c-409f-8727-5890a293066e,4.A.1.b.2,4.A.1.b.2.I12.D05,Test mechanical equipment to ensure proper functioning.
o_dwa/d7c7a439-e166-48e4-b6dc-8b19c5b9ccd6,4.A.1.b.2,4.A.1.b.2.I12.D06,Measure equipment outputs.
o_dwa/3fb3f1be-2ca4-46a3-8863-021bcb74da62,4.A.1.b.2,4.A.1.b.2.I12.D07,Test mechanical systems to ensure proper functioning.
o_dwa/8eb29eb7-5cf5-4fd7-b34c-85649d7cbc61,4.A.1.b.2,4.A.1.b.2.I12.D08,Conduct test runs of production equipment.
o_dwa/f2277803-f7e8-4cd5-bbcc-e8e5e37381be,4.A.1.b.2,4.A.1.b.2.I12.D09,Test electrical circuits or components for proper functioning.
o_dwa/3674cc89-0906-4591-8cff-828b1d3cd4a6,4.A.1.b.3,4.A.1.b.3.I01.D01,"Measure materials to mark reference points, cutting lines, or other indicators."
o_dwa/b2d45dab-71c9-4b5d-b02c-25b986ea34d8,4.A.1.b.3,4.A.1.b.3.I01.D02,"Calculate dimensions of workpieces, products, or equipment."
o_dwa/24af5d3c-272b-4a30-9d3a-bffa6c9ecca7,4.A.1.b.3,4.A.1.b.3.I01.D03,Measure physical or chemical properties of materials or objects.
o_dwa/ee2e2ef5-29d9-421b-9166-801dc4dbd2d2,4.A.1.b.3,4.A.1.b.3.I01.D04,Measure product or material dimensions.
o_dwa/8a682f28-4736-4cb6-8c04-7870d47dbb3c,4.A.1.b.3,4.A.1.b.3.I01.D05,Measure radiation levels.
o_dwa/58c40929-06d3-4494-895b-e8df3c556466,4.A.1.b.3,4.A.1.b.3.I01.D06,Measure distances or dimensions.
o_dwa/7a76586c-2ee0-4efc-b85e-fe318ec064b6,4.A.1.b.3,4.A.1.b.3.I01.D07,Measure physical characteristics of forestry or agricultural products.
o_dwa/2926c0ec-c2f6-4eea-b8b1-cfca728ec673,4.A.1.b.3,4.A.1.b.3.I01.D08,"Calculate weights, volumes or other characteristics of materials."
o_dwa/add215c0-c89d-4401-894f-87de345cb90d,4.A.1.b.3,4.A.1.b.3.I01.D09,Measure ingredients.
o_dwa/eb43fa54-129a-413a-a00b-5d5ec52f8109,4.A.1.b.3,4.A.1.b.3.I01.D10,Measure ingredients or substances to be used in production processes.
o_dwa/1da10715-05dd-439e-8bbc-20230f300cb7,4.A.1.b.3,4.A.1.b.3.I01.D11,Weigh finished products.
o_dwa/164ee5db-0e0d-41f5-b84e-a4a101ef7612,4.A.1.b.3,4.A.1.b.3.I01.D12,Measure dimensions of completed products or workpieces to verify conformance to specifications.
o_dwa/81ae63b4-8342-439c-a307-2388b04059f6,4.A.1.b.3,4.A.1.b.3.I01.D13,Weigh parcels to determine shipping costs.
o_dwa/661ad595-33b2-47b9-b202-72ff7b048e20,4.A.1.b.3,4.A.1.b.3.I01.D14,Weigh materials to ensure compliance with specifications.
o_dwa/b3e42dd7-f47a-428b-a167-96884945f101,4.A.1.b.3,4.A.1.b.3.I01.D15,Measure stock or liquid levels in sustainable fuel production systems.
o_dwa/b947e3ef-9698-4ec4-b3f5-1cca437bc8bf,4.A.1.b.3,4.A.1.b.3.I01.D16,Measure materials or objects for installation or assembly.
o_dwa/1878cba7-aacc-4dfa-8ab2-c9669a029f44,4.A.1.b.3,4.A.1.b.3.I01.D17,Measure the level or depth of water or other liquids.
o_dwa/1e1762ab-5199-417b-a0b5-3457951d46f9,4.A.1.b.3,4.A.1.b.3.I02.D01,Estimate time or monetary resources needed to complete projects.
o_dwa/e15e7f73-e546-49fb-abde-24e2170fec99,4.A.1.b.3,4.A.1.b.3.I02.D02,Estimate construction project costs.
o_dwa/f3bb3704-6fdc-49fc-88a2-1e17a8c79f4a,4.A.1.b.3,4.A.1.b.3.I02.D03,Estimate maintenance service requirements or costs.
o_dwa/e029a132-ba61-4c87-af97-b6c70a9db4f1,4.A.1.b.3,4.A.1.b.3.I02.D04,Estimate operational costs.
o_dwa/f23f6366-5552-4f49-aa4b-d574c0a325ba,4.A.1.b.3,4.A.1.b.3.I02.D05,Estimate green project costs.
o_dwa/deddc7b0-ae36-4185-a210-29f273a22a07,4.A.1.b.3,4.A.1.b.3.I02.D06,Estimate costs for projects or productions.
o_dwa/6add58ee-9943-4b51-aa24-82e49fef792d,4.A.1.b.3,4.A.1.b.3.I02.D07,Estimate costs for labor or materials.
o_dwa/bbf0c24c-fb48-42a3-841c-eaca6ac2a935,4.A.1.b.3,4.A.1.b.3.I03.D01,Calculate financial data.
o_dwa/e462e5e6-5984-47a9-99ce-45d516d30fa6,4.A.1.b.3,4.A.1.b.3.I03.D02,Compute gaming wins and losses.
o_dwa/448b18d6-c23b-4767-9ca2-662729a6c994,4.A.1.b.3,4.A.1.b.3.I03.D03,Calculate tax information.
o_dwa/ff6fab63-8832-4777-8ae7-6c0adac5d9a9,4.A.1.b.3,4.A.1.b.3.I03.D04,Compute debt repayment schedules.
o_dwa/b38b925b-e9c2-4af0-b41c-a3a017219775,4.A.1.b.3,4.A.1.b.3.I04.D01,Survey land or properties.
o_dwa/bd43490a-7faa-44de-ac7a-ec156d01652a,4.A.1.b.3,4.A.1.b.3.I04.D02,Measure work site dimensions.
o_dwa/86e49a11-bc35-49db-864f-e5c887a07467,4.A.1.b.3,4.A.1.b.3.I04.D03,Calculate geographic positions from survey data.
o_dwa/1aab0628-48aa-4f8e-a168-f4e08ee854ed,4.A.1.b.3,4.A.1.b.3.I04.D04,Survey land or bodies of water to measure or determine features.
o_dwa/41933642-5fcc-47c5-8180-6cf5720e4ba4,4.A.1.b.3,4.A.1.b.3.I04.D05,Assess locations for potential green technology installations.
o_dwa/07cfd1b4-4a37-4ac8-b07a-dae8a04c9d20,4.A.1.b.3,4.A.1.b.3.I05.D01,Measure clients to ensure proper product fit.
o_dwa/151b42c6-ec5b-4c1d-b305-6db1f5cb7da5,4.A.2.a.1,4.A.2.a.1.I01.D01,Evaluate potential problems in home or work environments of clients.
o_dwa/d0927eaf-9521-4f23-9526-d9198b5c1aa4,4.A.2.a.1,4.A.2.a.1.I01.D02,"Assess patient work, living, or social environments."
o_dwa/57e7488f-43ec-4fd8-b32c-6feddeb700fc,4.A.2.a.1,4.A.2.a.1.I01.D03,Evaluate characteristics of individuals to determine needs or eligibility.
o_dwa/4509137f-cda1-4fcd-a98d-5350e472ad5f,4.A.2.a.1,4.A.2.a.1.I01.D04,Assess individual or community needs for educational or social services.
o_dwa/245c3e49-8cb3-4ba2-bedd-1b54c8e91d56,4.A.2.a.1,4.A.2.a.1.I02.D01,Evaluate program effectiveness.
o_dwa/0798cdb1-f4d8-42d8-b8d4-114fb8c05f1a,4.A.2.a.1,4.A.2.a.1.I02.D02,Evaluate the effectiveness of counseling or educational programs.
o_dwa/aa7442bf-9290-4a9e-a91e-8586eb67d2a2,4.A.2.a.1,4.A.2.a.1.I02.D03,Measure effectiveness of business strategies or practices.
o_dwa/a56bc5c8-b403-448b-ac71-022f92468f4c,4.A.2.a.1,4.A.2.a.1.I02.D04,Evaluate effectiveness of personnel policies or practices.
